username,tweet,location,followers_count
nycHealthy,"If you had or may have had #COVID19, you can leave self-isolation once:
✅It has been at least 7 days since your symptoms started.
✅You have not had a fever for the prior 3 days without the use of fever-reducing drugs.
✅Your overall illness has improved.
https://t.co/H3TjqMeuZH https://t.co/hpSLlyT8et","New York, NY",70417
KevinWGrossman,"GOTG: About All The Things #family #coronavirus #grief #resilience #Easter #BhivePower https://t.co/VAX0Vf4jrM https://t.co/cUx5oyW21t","Santa Cruz, CA",60700
usatodayDC,"This family ravaged by coronavirus begged for tests and hospital care but was repeatedly denied: 
https://t.co/DzQpbRFsen","Washington, D.C.",213156
JeffreyPJacobs,"Today #TheBrandProtector suggests you #ShowUpAndThrowUp. It's a trick used to beat writer's block, but it might work in other parts of your COVID-19 life. https://t.co/cLCy1v4pIj @promocorner https://t.co/YSYXKvtJeR","Greenville, SC, USA",90806
The_UnSilent_,"“Stay the fuck home”

Coronavirus brief over https://t.co/hniH0TiHYE","Tennis Pavillion ",125689
prayingmedic,"Watch @WhiteHouse's broadcast: LIVE: Press Briefing with Coronavirus Task Force https://t.co/oT2DP9hTEa","Phoenix, AZ",316257
The_NewArab,"Our podcast bringing you compelling stories from the Middle East, North Africa, #Asia and beyond. In this episode we bring to light heart-warming stories from the tragedy of #coronavirus pandemic' https://t.co/Fl5Tqgo32x",London,74890
IndieAuthorNews,"Author INTERVIEW with T REILLY &gt; https://t.co/9fVM7Sxc9M &lt; Mystery Novel Author on #writing and #WritingTips","Orlando, FL",103635
stonecold2050,"SewerRat Barbie is running her foolish mouth off again about Trump’s assertion that some governors have “gone too far” with COVID-19 restrictions. This foul creature is now justifying Trumps words by claiming that Michigan lets residents smoke their grass but not cut it

#420day https://t.co/MRcnIOkxPG","Sunny Southern California ",114250
Argus911,"“We will continue to work with Summit Foods and the department of health to aggressively monitor those who have had contact with this second Summit Foods employee." Warden Michael Mattson stated. https://t.co/Uj8CC1yobA","Sioux Falls, S.D.",85629
KATCTV3,"Join us at 5:00 as we launch The Rebound: Acadiana -  a KATC initiative to help you recover following the coronavirus pandemic.https://t.co/ihGAPMYWwK","Lafayette, LA",87834
latimes,"Senate stalls on more coronavirus funds for small businesses as critics say too much went to big firms
https://t.co/q5LxYDmwNx","El Segundo, CA",3586961
alaskan_patriot,"Janice's Press Briefing has started.",Alaska,117425
CBSNews,"New York Gov. Andrew Cuomo is coming to the White House on Tuesday, Trump says https://t.co/9T8aUPBvj0 https://t.co/zU6LKBSNDQ","New York, NY",7512159
Airbornex82nd,"Here’s How Much Downstate New York Is Skewing the United States’ Coronavirus Numbers | News and Politics
Fueled by crooked ⁦@NYGovCuomo⁩ 
 https://t.co/fWxqsjntJ6","In the Woods ,Upstate NY",76635
DailyMirror,"Labour MP claims manufacturers trying to make PPE for Government haven't been responded to

https://t.co/JmaUsCxvJt https://t.co/TdqmENdK8H",UK,1188957
BLABBERMOUTHNET,"Ex-MEGADETH Guitarist MARTY FRIEDMAN Praises COVID-19 Frontline Workers: 'Those People Are Superheroes' https://t.co/MDQ5djSSfz https://t.co/13cJ4t6jbN","New York",205822
wwmtnews,"President Donald Trump holds a COVID-19 response update.
https://t.co/aDLTd7pJud","West Michigan",57006
Brasilmagic,"“What does no one tell you about coronavirus?”
by Michael Grischenko https://t.co/OKMyJc3CqF","Washington DC, USA",93837
SenKamalaHarris,"The reality is that this pandemic is not affecting everyone equally. People of color, in particular Black communities, are being disproportionately impacted. I thank Beyoncé for using her voice to speak this truth.",NULL,1199845
CBCKatie,"Trump is now holding up copies of news stories that he sees as favourable to his handling of the coronavirus outbreak.","Washington, DC",66488
DenverChannel,"Colorado Gov. Jared Polis is providing an update on the state's response to the COVID-19 outbreak. Watch live: https://t.co/pijup57vXV

Latest updates: https://t.co/NYAtAthAuN","Denver, Colorado",277156
Petco,"@Motor_Siklo Hi there. Due to the COVID 19 crisis, we are receiving an unprecedented number of calls. This is affecting our ability to maintain our usual prompt response levels. We do value your business and appreciate their patience during this trying time.",NULL,182786
7NewsSydney,"All the latest facts and figures on Australia's fight against coronavirus.#7NEWS https://t.co/Mni3wSHtvd",Sydney,335205
WPTV,"BREAKING NEWS: State coronavirus death toll rises to 823, up 49 from yesterday. Palm Beach County up 1 to 122, Indian River up 1 to 4, Broward up 7 to 122. Martin same at 4, St. Lucie County stays at 15, Okeechobee 0. Total cases 27,058. 10.% positive. https://t.co/Y975i8Kgjo","West Palm Beach, FL",161644
Shem_Infinite,"He also brought up this article as well. https://t.co/OihJvaFYMC","These United States of America",52930
TomthunkitsMind,"Military in Iran preparing to quarantine Qom after two people suddenly died of #coronavirus today. Highways are being shut down. (DEVELOPING STORY) https://t.co/VLjBDvOviz 01
#FBR","Atlanta, GA",70102
7NewsMelbourne,"All the latest facts and figures on Australia's fight against coronavirus.#7NEWS https://t.co/9EPuuWdREK","Melbourne, Victoria",127689
Femi_Sorry,"More info: https://t.co/PAt7nc8tR0","United Kingdom",250039
CAllstadt,"CNN host Brooke Baldwin's 'relentless, scary &amp; lonely' COVID-19 battle  https://t.co/wnUQMXh5tF","New York, USA",52700
13wmaznews,"Gov. Kemp, other officials give update on COVID-19 response in Georgia https://t.co/K5OLW4qjIQ","Macon, GA",70499
EricHolthaus,"The folks who wrote the IPCC report say we need "rapid, far-reaching and unprecedented changes in all aspects of society" as soon as possible in order to preserve civilization itself.

https://t.co/rPhcMQwTKe","Mdewakanton land / Minnesota",483228
pmnewsnigeria,"Nigerian governors meet over Coronavirus Wednesday https://t.co/3K7mTMuY07 https://t.co/gIFHhv74E0","Lagos, Nigeria",539839
CBSDenver,"Coronavirus In Colorado: Invite A Farm Animal To Your Next Video Meeting https://t.co/Vo4imEBVUL https://t.co/cHs411FMsQ","Denver, Colorado",211916
JapanToday,"WHO insists it hid nothing, sounded virus alarm from start: The World Health Organization insisted Monday that it sounded the alarm on the novel coronavirus right from the very start and had hidden nothing from Washington about the… https://t.co/3L02NHPQOT","Tokyo, Japan",112455
bpolitics,"Most small U.S. businesses that applied for two government coronavirus relief programs haven’t received any money yet, according to a new survey https://t.co/lxAstgRLjO",NULL,313060
bynsny,"https://t.co/WN7e0pHoGS Count on it","Toronto Canada",247500
CBCKatie,"The Governor of Maryland, Larry Hogan, is republican, and has been careful not to openly criticize the Trump administration. But this weekend Hogan went on CNN and said there is a testing shortfall, which Trump has denied.  https://t.co/NmsewFOef3","Washington, DC",66488
SinghLions,""Hugely Respected" accident and Emergency consultant, Dr. Manjeet Singh Riyat, who was well-known across the UK has died after contracting coronavirus.
#COVIDー19 
https://t.co/5XZ4k03ZQ7",NULL,1503017
7NewsAustralia,"All the latest facts and figures on Australia's fight against coronavirus.#7NEWS https://t.co/cziDRTGJOy",Australia,168260
lhfang,"Every Covid-19 Commercial is Exactly the Same https://t.co/Bwiga7OvQt","San Francisco",161972
texyellowdogdem,"Madness...

Georgia has the 9th worst increase of Coronavirus cases in the nation...

Georgia had 790 new cases just yesterday...

The United States only had 118 cases on March 4th... https://t.co/xgqLX6I2nb",Texas,59361
BillyBaldwin,"@OnTheRo07579342 If he didn’t take it that means the franchise has $5 million more in their budget to pay for other priorities during the coronavirus crisis. Why are you trying to turn a positive into a negative?

How do you know that he hasn’t done something privately to help others today?","Santa Barbara, CA",81422
Popehat,"@thehowie This strikes me as good news from a reasonably credible source, but I'd like your take and context.

https://t.co/cmBLV8F6wK","Los Angeles",226765
rebeccaballhaus,"“The stories on testing are all over the place, and we're actually in good shape,” Trump says in today’s briefing.

Our piece on the state of testing in the U.S., in today’s WSJ: https://t.co/wwrqoLGuDh","Washington, D.C.",92619
7NewsBrisbane,"All the latest facts and figures on Australia's fight against coronavirus.#7NEWS https://t.co/YUvrenVsr8","Queensland, Australia",106625
Lexual__,"Dad killed by coronavirus after dismissing ‘bulls***’ lockdown as a ‘political ploy’  https://t.co/8umZGXDhv6",elexusjionde@gmail,78168
NOLAnews,"Mayor LaToya Cantrell said she would continue to put public health concerns first after New Orleans business leaders took out a full page newspaper ad urging Cantrell to reopen the city by May 1, rather than waiting until May 16 or later.

MORE: https://t.co/NXDrikZYe6","New Orleans, LA",252392
Smilejamtvj,"Whether it's for business or personal development, what new projects have you started since Covid-19 hit the island? Some of your responses will be aired during our #GirlPowerTuesday show. #SmileJamaica #1MorningShow #WakeUpAndSmile #DailyDoseOfAwesomeness https://t.co/4fFYgNZSu0","Kingston, Jamaica ",98743
DrGurdeepParhar,"Coronavirus: Recovering heroin addicts offered monthly injections #health #mentalhealth #healthcare #wellness #healthissues #care #goodhealth https://t.co/LL0o0OKorw","British Columbia, Canada",80660
SocialPowerOne1,"GOP lawmaker: Congress voting safely from home is a plot to expand voting rights https://t.co/1KSPPqAKTK #National #JimHagedorn https://t.co/0pFIavgOj5","United States",149423
wis10,"LIVE: Coronavirus task force gives update as some US manufacturers reopen amid fierce political heat &gt;&gt;&gt; https://t.co/6C0irYbXvv","Columbia, SC",130501
RTDNEWS,"The federal government says nursing homes must report COVID-19 cases to residents and their families, @jmattingly306 reports.
https://t.co/hW3fBTkN2D","Richmond, VA",117677
wwmtnews,"According to the Allegan County Health Department, 60 workers at the JBS USA beef processing plant in Plainwell have tested positive for COVID-19.
https://t.co/IRtVDq6XUU","West Michigan",57006
politvidchannel,"BREAKING: New York City is canceling public events through the month of June to combat the spread of coronavirus.

Mayor de Blasio: “We’re not going to let our foot off the gas prematurely. We’re not going to run the risk of this disease reasserting itself.”","New York, NY",95895
TRTWorldNow,"US President Trump Covid-19 crisis

- Social distancing must continue
- Deal on small business programme soon; vote in Senate likely tomorrow https://t.co/QY8FTV9Iy5","Istanbul, Turkey",81182
RepPressley,"“Payments went out in 2001, and again in 2008, and now for the third time this century. Yet the government has not constructed a system to ensure that everyone gets money quickly.” 

Never has the need for a nat'l real-time payments system been more clear. https://t.co/Ck6y3j18NG","Boston, MA",282586
ACLU,"It’s obvious that the Trump administration is exploiting a serious public health crisis to achieve its long-held goal of closing the border to asylum seekers. https://t.co/HI8LEO7x2b","All 50 states",1694605
latimes,"Comparing coronavirus protestors to Rosa Parks? Just stop it https://t.co/ELQjaQiaF0 (via @latimesopinion)","El Segundo, CA",3586959
CBSLA,"WATCH LIVE: White House coronavirus task force update https://t.co/PEnMq4eDvb https://t.co/lT53RFejzY","Los Angeles",226738
GeoffRBennett,"The president is using the start of today’s coronavirus task force briefing to review his press coverage https://t.co/bcLiE476O1","Washington, D.C.",74867
TheLeadCNN,"Trump encouraging protests against his own coronavirus guidelines @jaketapper reports https://t.co/drVcZtvAdo https://t.co/reoD9cm5VQ",NULL,179406
KT_So_It_Goes,"probably easier to just get coronavirus locally but you do you",NULL,61016
DonorsChoose,"Our offices may be closed, but our work doesn’t stop! We have a team of champions working around the clock to support our teachers and donors during these unprecedented times. We’re taking you #behindthescenes to see how our #DonorsChooseTeam is helping. https://t.co/aRPmSiEFOj","New York, NY",250876
Free_Media_Hub,"COVID-19 US update infections 788,202 recorded deaths 42,257 https://t.co/V4O64doO4Q","Visit our dedicated website @",264121
KPIXtv,"HAPPENING NOW: President @realDonaldTrump and the #coronavirus taskforce provide updates on the pandemic. Stream now at https://t.co/hQKBhubmtv https://t.co/Rf9VVJBIxE","San Francisco Bay Area",96321
modbee,"Hundreds of thousands more than thought may have had coronavirus in LA, study finds https://t.co/ignJl9iG2f","Modesto, CA",65132
nilepostnews,"A new coronavirus case confirmed today brings the active cases to 18 in the country. 
Total confirmed cases of COVID-19 is at 56 in Uganda
#NilePostNews #NBSUpdates","Kampala, Uganda",98005
WISH_TV,"Watch Live: Coronavirus Task Force briefing from the White House. https://t.co/MHfi1hQYNW","Indianapolis, Indiana",202270
